r,x
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.800000,0.642857142857143
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
2.801000,0.642984648339878
2.801000,0.642984648339879
